experiment_id,rag_type,team_type,embedding_model,chunk_size,chunk_overlap,top_k,retriever_type,evaluation_type,ragas_answer_accuracy_mean,ragas_context_relevance_mean,ragas_faithfulness_mean,ragas_response_relevancy_mean,deepeval_faithfulness_mean,deepeval_geval_mean,bertscore_evaluator_mean,character_length_output,character_length_reference,character_length_ratio,character_length_closeness,word_count_output,word_count_reference,word_count_ratio,word_count_closeness,ragas_answer_accuracy_rank,ragas_context_relevance_rank,ragas_faithfulness_rank,ragas_response_relevancy_rank,deepeval_faithfulness_rank,deepeval_geval_rank,bertscore_evaluator_rank,character_length_rank,word_count_rank,overall_score
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k12,cohere,engineering,multi-qa-mpnet-base-cos-v1,1024,100,12.0,similarity,ragas,0.30448717948717946,0.3333333333333333,0.42159137159137156,0.7774797914290859,0.966758241758242,0.5429126861510242,0.8793980823113368,371.14102564102564,612.7307692307693,0.6291966483001055,2.626027306577084,54.1025641025641,89.91025641025641,0.6285158568864121,2.621340933959206,0.6666666666666667,0.9166666666666666,0.9166666666666666,0.16666666666666663,0.5833333333333333,0.9166666666666666,0.16666666666666663,0.9166666666666666,0.9166666666666666,0.6851851851851853
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k8,cohere,engineering,multi-qa-mpnet-base-cos-v1,1024,100,8.0,similarity,ragas,0.34294871794871795,0.3301282051282051,0.3601648351648351,0.8084110866903598,0.9659951159951158,0.5223857505360914,0.8814543974705231,361.94871794871796,612.7307692307693,0.6155732899696467,2.535325257062445,52.43589743589744,89.91025641025641,0.6119209399993857,2.5120638096323296,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666667,0.5,0.75,0.5833333333333333,0.75,0.75,0.7222222222222222
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k8,cohere,marketing,multi-qa-mpnet-base-cos-v1,1024,100,8.0,similarity,ragas,0.2948717948717949,0.32371794871794873,0.3243945868945869,0.7775641980845763,0.974114774114774,0.477138021234528,0.8836650030735211,389.6923076923077,252.96153846153845,1.8851175514106706,1.1171717037879982,57.01282051282051,36.94871794871795,1.9254526036754964,1.0690012471726411,0.5,0.6666666666666667,0.6666666666666667,0.25,0.8333333333333334,0.5,0.75,0.08333333333333337,0.08333333333333337,0.48148148148148145
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k12,cohere,marketing,multi-qa-mpnet-base-cos-v1,1024,100,12.0,similarity,ragas,0.2980769230769231,0.3301282051282051,0.3242997742997743,0.8037266016860204,0.9855616605616606,0.48627432590738945,0.8817464961455419,403.7692307692308,252.96153846153845,1.9483590624093712,1.0434502465974924,59.73076923076923,36.94871794871795,1.9900351914899324,0.999964809748465,0.5833333333333333,0.8333333333333334,0.5833333333333333,0.5833333333333333,0.9166666666666666,0.5833333333333333,0.6666666666666667,0.0,0.0,0.5277777777777778
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,cohere,engineering,multi-qa-mpnet-base-cos-v1,1024,100,4.0,similarity_score_threshold,ragas,0.28846153846153844,0.0,0.0,0.8129651952537842,0.0,0.0,0.8801231185595194,357.70512820512823,612.7307692307693,0.6096962079037146,2.4981027403294473,51.282051282051285,89.91025641025641,0.5985789896947492,2.4306002244709313,0.33333333333333337,0.08333333333333337,0.08333333333333337,0.8333333333333334,0.08333333333333337,0.08333333333333337,0.41666666666666663,0.5833333333333333,0.5,0.3333333333333333
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,cohere,engineering,multi-qa-mpnet-base-cos-v1,1024,100,4.0,similarity_score_threshold,ragas,0.28205128205128205,0.23397435897435898,0.24638278388278392,0.8234187887035429,0.4951770451770452,0.31856301182982677,0.8796622638518994,357.4230769230769,612.7307692307693,0.6112234674261137,2.5076701318042516,51.62820512820513,89.91025641025641,0.6056310572212752,2.472989129996591,0.16666666666666663,0.25,0.25,0.9166666666666666,0.16666666666666663,0.25,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.40740740740740744
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.8,cohere,marketing,multi-qa-mpnet-base-cos-v1,1024,100,4.0,similarity_score_threshold,ragas,0.23076923076923078,0.0,0.0,0.7960196782752958,0.0,0.0,0.8811919528704423,366.44871794871796,252.96153846153845,1.8031248930053727,1.2298233747388085,52.97435897435897,36.94871794871795,1.7885757944983873,1.2522292898047755,0.0,0.08333333333333337,0.08333333333333337,0.41666666666666663,0.08333333333333337,0.08333333333333337,0.5,0.25,0.33333333333333337,0.20370370370370372
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-similarity_score_threshold-0.5,cohere,marketing,multi-qa-mpnet-base-cos-v1,1024,100,4.0,similarity_score_threshold,ragas,0.27884615384615385,0.23076923076923078,0.17178469678469677,0.8028114699090557,0.5241452991452992,0.30790192686910284,0.8847572803497314,359.96153846153845,252.96153846153845,1.7424404745370867,1.329008783871197,52.30769230769231,36.94871794871795,1.7513276621004383,1.3134948981639325,0.08333333333333337,0.16666666666666663,0.16666666666666663,0.5,0.25,0.16666666666666663,0.9166666666666666,0.41666666666666663,0.41666666666666663,0.3425925925925925
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-mmr-k4,cohere,engineering,multi-qa-mpnet-base-cos-v1,1024,100,,mmr,ragas,0.32051282051282054,0.30128205128205127,0.3099765974765975,0.8111909334529191,0.9710012210012212,0.535442020217009,0.8795020266985282,370.05128205128204,612.7307692307693,0.6250382524761778,2.5976606933864725,53.41025641025641,89.91025641025641,0.6189980151435799,2.5575317740834747,0.75,0.5833333333333333,0.5,0.75,0.75,0.8333333333333334,0.25,0.8333333333333334,0.8333333333333334,0.6759259259259258
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-mmr-k4,cohere,marketing,multi-qa-mpnet-base-cos-v1,1024,100,,mmr,ragas,0.28525641025641024,0.2916666666666667,0.29035409035409043,0.7900353318717489,0.9679487179487182,0.48946585498080164,0.8838380177815756,377.5897435897436,252.96153846153845,1.811093164104609,1.217888595005521,55.333333333333336,36.94871794871795,1.8309468817411272,1.1891357488948213,0.25,0.5,0.41666666666666663,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.8333333333333334,0.16666666666666663,0.16666666666666663,0.44444444444444453
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,cohere,engineering,multi-qa-mpnet-base-cos-v1,1024,100,,multi_query,ragas,0.3433333333333333,0.27884615384615385,0.3246947496947497,0.7651758972972452,0.9450854700854701,0.4075820107488103,0.8451399428722186,360.53846153846155,612.7307692307693,0.6078225704273543,2.4864647453304416,51.794871794871796,89.91025641025641,0.6005022504031771,2.4420158620763233,0.9166666666666666,0.33333333333333337,0.75,0.08333333333333337,0.33333333333333337,0.41666666666666663,0.0,0.5,0.5833333333333333,0.43518518518518523
v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-multi_query-k4,cohere,marketing,multi-qa-mpnet-base-cos-v1,1024,100,,multi_query,ragas,0.29,0.28205128205128205,0.27357226107226107,0.7485904120324848,0.9476495726495727,0.37030661094116596,0.8476215409926879,370.06410256410254,252.96153846153845,1.7601425175357617,1.2984609695355054,54.93589743589744,36.94871794871795,1.790708764103179,1.2488935363659146,0.41666666666666663,0.41666666666666663,0.33333333333333337,0.0,0.41666666666666663,0.33333333333333337,0.08333333333333337,0.33333333333333337,0.25,0.28703703703703703
