exp1,exp2,metric,t_stat,p_value,significant,effect_size
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs2048-co0-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co50-k4,deepeval_faithfulness,2.321282717596555,0.021984617393618414,True,0.3717027160283919
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs2048-co100-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs512-co0-k4,bertscore_evaluator,-2.3190081963648104,0.02176634610284906,True,0.37133850114276207
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs2048-co50-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs2048-co100-k4,bertscore_evaluator,-2.289767698473442,0.0234293024154749,True,0.36665627419907576
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs256-co100-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs2048-co100-k4,bertscore_evaluator,-2.276010707860534,0.024256177508248104,True,0.36445339269031685
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs512-co0-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs512-co50-k4,deepeval_faithfulness,-2.258643115726279,0.025870994815006754,True,0.3616723522258188
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs256-co50-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs256-co0-k4,deepeval_faithfulness,-2.2584302055747534,0.02603051910695493,True,0.36163825931632865
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs256-co50-k4,bertscore_evaluator,-2.24301124398098,0.0263248250454883,True,0.35916924946272616
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs256-co50-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co0-k4,deepeval_faithfulness,-2.234200133769643,0.02719674163012248,True,0.3577583426516116
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs256-co100-k4,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs2048-co0-k4,deepeval_faithfulness,-2.2316314471658805,0.027617446827183336,True,0.35734702360804727
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co50-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs2048-co50-k4,ragas_response_relevancy,2.2173641197076654,0.02814571088242249,True,0.3550624228024307
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs2048-co0-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs256-co0-k4,bertscore_evaluator,-2.2147138661214067,0.028293736522988222,True,0.3546380425885477
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs256-co0-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs256-co0-k4,bertscore_evaluator,-2.2146903909851545,0.028277950648131767,True,0.35463428355831933
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs2048-co50-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k4,bertscore_evaluator,-2.1997341888557536,0.02944213872973887,True,0.35223937452340265
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs256-co50-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs256-co0-k4,bertscore_evaluator,-2.1959230597464696,0.02961397603226821,True,0.35162910545522025
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co0-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs512-co50-k4,bertscore_evaluator,-2.191914196622406,0.029916475834451922,True,0.3509871736043066
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs512-co100-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs256-co0-k4,ragas_faithfulness,2.1900694031903356,0.030116734070134796,True,0.3506917702378774
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs256-co100-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k4,bertscore_evaluator,-2.1881576532904505,0.030283929039816027,True,0.3503856452558717
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs512-co100-k4,bertscore_evaluator,-2.187136148102155,0.03024487479895599,True,0.3502220735159677
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs2048-co0-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs256-co50-k4,ragas_faithfulness,2.1647805094596504,0.03204551614431541,True,0.34664230637300975
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs2048-co50-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co0-k4,bertscore_evaluator,-2.1633619356471137,0.03215342937251402,True,0.34641515276737206
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs512-co0-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs512-co50-k4,bertscore_evaluator,-2.153029420222099,0.03294183225418612,True,0.34476062614820185
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs256-co100-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co0-k4,bertscore_evaluator,-2.151388661745393,0.03309568836804393,True,0.34449789452248686
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs256-co0-k4,ragas_faithfulness,2.139116107554598,0.034098982707624674,True,0.34253271307744193
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs256-co50-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs2048-co0-k4,deepeval_faithfulness,-2.1312487827811664,0.03510562815033083,True,0.34127293288608734
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs512-co100-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs512-co0-k4,bertscore_evaluator,-2.129349164092408,0.03486614233377837,True,0.34096875045252284
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs2048-co100-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs256-co0-k4,bertscore_evaluator,-2.1172541054773832,0.035864846606345736,True,0.33903199104633464
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs512-co50-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs512-co0-k4,bertscore_evaluator,-2.116000144686128,0.03598831108213892,True,0.338831196619887
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs2048-co50-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs256-co50-k4,ragas_faithfulness,2.1127839214594366,0.03630379721149718,True,0.33831618873237174
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs2048-co0-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs256-co100-k4,deepeval_faithfulness,2.0949567808815903,0.03871347432245862,True,0.3354615616240176
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs256-co0-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs2048-co100-k4,bertscore_evaluator,-2.088907570465936,0.038397292770568234,True,0.3344929127281803
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs2048-co0-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs2048-co100-k4,bertscore_evaluator,-2.08667200008284,0.038622820388683005,True,0.3341349349700338
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs256-co50-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs2048-co100-k4,bertscore_evaluator,-2.0714798600867774,0.040009493567463666,True,0.3317022456401159
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs2048-co50-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs256-co100-k4,bertscore_evaluator,-2.0424672269512127,0.04287050506036234,True,0.3270565062590936
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs256-co100-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs256-co100-k4,bertscore_evaluator,-2.0301447520920934,0.044116652199710234,True,0.32508333110959314
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co0-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs256-co50-k4,ragas_faithfulness,2.0284531520630362,0.04432797264767591,True,0.3248124583199637
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co50-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs512-co50-k4,bertscore_evaluator,-2.0243668161721606,0.04468854376843687,True,0.3241581208979303
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs256-co50-k4,v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs2048-co100-k4,deepeval_faithfulness,-2.017263615850949,0.04594779764211008,True,0.323020698544387
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs256-co0-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k4,bertscore_evaluator,-2.0160938501018193,0.04566159735441013,True,0.3228333861145944
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs2048-co0-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k4,bertscore_evaluator,-2.0105774290317324,0.046285058568701166,True,0.32195005179302993
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs256-co50-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs1024-co100-k4,bertscore_evaluator,-2.0018686727130794,0.047170992942044666,True,0.3205555347217856
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co50-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs512-co100-k4,ragas_response_relevancy,1.998002442610332,0.047513248042661105,True,0.3199364424332471
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs2048-co100-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs2048-co100-k4,bertscore_evaluator,-1.993657532302999,0.04798159587111902,True,0.3192406999672851
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co50-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs256-co0-k4,ragas_response_relevancy,1.9881019991556428,0.04857602162674233,True,0.31835110270099604
v1-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs1024-co50-k4,v1-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs256-co50-k4,ragas_faithfulness,1.977397768510999,0.04989556628855448,True,0.3166370540099653
