experiment_id,rag_type,team_type,embedding_model,chunk_size,chunk_overlap,top_k,retriever_type,evaluation_type,ragas_answer_accuracy_mean,ragas_context_relevance_mean,ragas_faithfulness_mean,ragas_response_relevancy_mean,character_length_output,character_length_reference,character_length_ratio,character_length_closeness,word_count_output,word_count_reference,word_count_ratio,word_count_closeness,ragas_answer_accuracy_rank,ragas_context_relevance_rank,ragas_faithfulness_rank,ragas_response_relevancy_rank,character_length_rank,word_count_rank,overall_score
ragas-rag-cohere-engineering-emb-multi-qa-mpnet-base-cos-v1-cs128-co0-k4,cohere,engineering,multi-qa-mpnet-base-cos-v1,128,0,4,similarity,ragas,0.2916666666666667,0.17307692307692307,0.20718864468864467,0.8239064470400831,340.96153846153845,612.7307692307693,0.5782664130301632,2.3162432346730193,49.833333333333336,89.91025641025641,0.5811208078036499,2.331658933787067,0.7,0.8,0.9,0.6,0.7,0.7,0.7333333333333334
ragas-rag-cohere-engineering-emb-all-distilroberta-v1-cs128-co0-k4,cohere,engineering,all-distilroberta-v1,128,0,4,similarity,ragas,0.28525641025641024,0.11858974358974358,0.16394993894993898,0.82491640245399,345.53846153846155,612.7307692307693,0.5760563201977967,2.304446513556349,50.1025641025641,89.91025641025641,0.575289705017403,2.300382603177211,0.5,0.30000000000000004,0.30000000000000004,0.7,0.6,0.6,0.5
ragas-rag-cohere-engineering-emb-all-MiniLM-L6-v2-cs128-co0-k4,cohere,engineering,all-MiniLM-L6-v2,128,0,4,similarity,ragas,0.2916666666666667,0.11217948717948718,0.18037749287749286,0.8124370047340617,358.11538461538464,612.7307692307693,0.60757852956519,2.4849568759825758,51.38461538461539,89.91025641025641,0.598891076415151,2.4324453754981787,0.7,0.0,0.7,0.30000000000000004,0.9,0.8,0.5666666666666668
ragas-rag-cohere-engineering-emb-all-mpnet-base-v2-cs128-co0-k4,cohere,engineering,all-mpnet-base-v2,128,0,4,similarity,ragas,0.3173076923076923,0.15384615384615385,0.18096764346764346,0.847033088491177,351.05128205128204,612.7307692307693,0.5982938411554878,2.428916785715773,51.05128205128205,89.91025641025641,0.6003123948039606,2.4408841939982304,0.9,0.4,0.8,0.9,0.8,0.9,0.7833333333333333
ragas-rag-cohere-engineering-emb-multi-qa-mpnet-base-dot-v1-cs128-co0-k4,cohere,engineering,multi-qa-mpnet-base-dot-v1,128,0,4,similarity,ragas,0.30448717948717946,0.15705128205128205,0.17008130758130754,0.8304374540476422,340.6666666666667,612.7307692307693,0.5704669826781273,2.275141936078249,49.46153846153846,89.91025641025641,0.5691614339435166,2.268404075771975,0.8,0.5,0.5,0.8,0.5,0.5,0.6
ragas-rag-cohere-marketing-emb-multi-qa-mpnet-base-dot-v1-cs128-co0-k4,cohere,marketing,multi-qa-mpnet-base-dot-v1,128,0,4,similarity,ragas,0.2467948717948718,0.16666666666666666,0.167999592999593,0.7713761582069466,356.9230769230769,252.96153846153845,1.7034651132668297,1.4016102278935239,52.43589743589744,36.94871794871795,1.7414427203811504,1.3307734214163058,0.19999999999999996,0.7,0.4,0.0,0.0,0.0,0.21666666666666665
ragas-rag-cohere-marketing-emb-all-distilroberta-v1-cs128-co0-k4,cohere,marketing,all-distilroberta-v1,128,0,4,similarity,ragas,0.2564102564102564,0.11538461538461539,0.14437321937321937,0.8194980638894026,347.87179487179486,252.96153846153845,1.6646126195095503,1.4823321875108255,50.98717948717949,36.94871794871795,1.6924921438403204,1.423503463730271,0.4,0.09999999999999998,0.19999999999999996,0.5,0.30000000000000004,0.30000000000000004,0.3
ragas-rag-cohere-marketing-emb-all-mpnet-base-v2-cs128-co0-k4,cohere,marketing,all-mpnet-base-v2,128,0,4,similarity,ragas,0.2532051282051282,0.16666666666666666,0.1282120657120657,0.816334284757874,356.2435897435897,252.96153846153845,1.7016567988152451,1.405171708701138,51.88461538461539,36.94871794871795,1.7158021861539343,1.3777858748250056,0.30000000000000004,0.7,0.0,0.4,0.09999999999999998,0.19999999999999996,0.2833333333333333
ragas-rag-cohere-marketing-emb-multi-qa-mpnet-base-cos-v1-cs128-co0-k4,cohere,marketing,multi-qa-mpnet-base-cos-v1,128,0,4,similarity,ragas,0.23717948717948717,0.1794871794871795,0.17364163614163614,0.7796017189829734,350.55128205128204,252.96153846153845,1.6444340592467508,1.528037830352218,51.205128205128204,36.94871794871795,1.6530148456643667,1.5082618534702055,0.09999999999999998,0.9,0.6,0.09999999999999998,0.4,0.4,0.4166666666666667
ragas-rag-cohere-marketing-emb-all-MiniLM-L6-v2-cs128-co0-k4,cohere,marketing,all-MiniLM-L6-v2,128,0,4,similarity,ragas,0.23076923076923078,0.11858974358974358,0.14406010656010657,0.8063651142764143,353.1794871794872,252.96153846153845,1.693008650421208,1.4224576033322625,52.02564102564103,36.94871794871795,1.7322129851467332,1.3473221568635088,0.0,0.30000000000000004,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.15
